Order Line;Order ID;Order Date;Ship Date;Ship Mode;Customer ID;Product ID;Sales;Quantity;Discount;Profit
5048;CA-2021-158694;10/11/2021;13/11/2021;Second Class;AI-10855;OFF-AR-10001227;14.7;5;0;3.969
5049;US-2019-104759;31/03/2019;04/04/2019;Standard Class;DD-13570;OFF-BI-10002071;8.134;7;0.8;-138.278
5050;US-2019-104759;31/03/2019;04/04/2019;Standard Class;DD-13570;TEC-AC-10004901;79.984;2;0.2;139.972
5051;CA-2020-150511;18/09/2020;24/09/2020;Standard Class;AB-10060;OFF-PA-10001776;18.54;2;0;87.138
5052;CA-2020-134922;07/11/2020;11/11/2020;Standard Class;KB-16240;OFF-EN-10000483;24.4;2;0.2;7.93
5053;US-2022-120607;19/05/2022;19/05/2022;Same Day;JC-15775;OFF-PA-10003129;195.64;4;0;919.508
5054;CA-2020-141243;03/01/2020;08/01/2020;Second Class;AH-10465;TEC-AC-10003198;398.4;5;0.2;84.66
5055;CA-2020-141243;03/01/2020;08/01/2020;Second Class;AH-10465;OFF-AR-10001246;7.056;3;0.2;0.7938
5056;CA-2020-141243;03/01/2020;08/01/2020;Second Class;AH-10465;FUR-BO-10003272;13.523.976;9;0.32;-4.375.404
5057;CA-2020-162166;08/09/2020;11/09/2020;First Class;NM-18520;OFF-PA-10002606;26.4;5;0;11.88
5058;CA-2020-162166;08/09/2020;11/09/2020;First Class;NM-18520;OFF-ST-10002486;41.88;6;0;0.8376
5059;CA-2021-120796;03/04/2021;07/04/2021;Standard Class;CS-11950;OFF-BI-10004330;99.846;9;0.7;-83.205
5060;CA-2021-109722;05/12/2021;07/12/2021;Second Class;TP-21130;TEC-PH-10000560;699.98;2;0;1.959.944
5061;CA-2021-109722;05/12/2021;07/12/2021;Second Class;TP-21130;OFF-ST-10000060;584.82;9;0;701.784
5062;CA-2020-136798;08/05/2020;12/05/2020;Standard Class;DL-12925;OFF-BI-10003684;43.98;2;0;21.99
5063;CA-2020-136798;08/05/2020;12/05/2020;Standard Class;DL-12925;TEC-PH-10000441;377.97;3;0;1.058.316
5064;CA-2020-136798;08/05/2020;12/05/2020;Standard Class;DL-12925;FUR-FU-10000723;123.96;3;0;111.564
5065;CA-2022-122196;22/09/2022;24/09/2022;First Class;CA-12265;TEC-PH-10004977;391.98;2;0;1.136.742
5066;CA-2022-142090;30/11/2022;07/12/2022;Standard Class;SC-20380;TEC-AC-10002001;383.976;3;0.2;815.949
5067;CA-2022-142090;30/11/2022;07/12/2022;Standard Class;SC-20380;FUR-TA-10001889;1.781.682;7;0.4;-6.532.834
5068;CA-2022-160934;15/01/2022;19/01/2022;Standard Class;TT-21460;OFF-AR-10003504;21.4;5;0;6.206
5069;CA-2019-124478;08/08/2019;12/08/2019;Standard Class;MA-17560;TEC-CO-10001571;549.99;1;0;274.995
5070;CA-2019-124478;08/08/2019;12/08/2019;Standard Class;MA-17560;OFF-AP-10002495;167.535;3;0.1;37.23
5071;CA-2019-124478;08/08/2019;12/08/2019;Standard Class;MA-17560;OFF-EN-10002500;38.34;3;0;17.253
5072;CA-2019-124478;08/08/2019;12/08/2019;Standard Class;MA-17560;FUR-FU-10002088;53.88;6;0;226.296
5073;CA-2019-124478;08/08/2019;12/08/2019;Standard Class;MA-17560;TEC-PH-10001128;299.98;2;0;839.944
5074;CA-2020-145485;05/11/2020;05/11/2020;Same Day;JM-16195;OFF-ST-10000649;62.8;4;0;15.7
5075;CA-2022-151071;25/04/2022;29/04/2022;Second Class;MB-18085;OFF-BI-10002103;13.904;2;0.2;45.188
5076;CA-2019-134572;20/04/2019;22/04/2019;Second Class;SV-20365;FUR-TA-10001705;744.1;5;0.3;-95.67
5077;CA-2019-134572;20/04/2019;22/04/2019;Second Class;SV-20365;OFF-ST-10004634;44.84;5;0.2;5.605
5078;CA-2019-134572;20/04/2019;22/04/2019;Second Class;SV-20365;FUR-TA-10004442;401.59;2;0.3;-131.951
5079;CA-2022-143217;11/11/2022;17/11/2022;Standard Class;CG-12040;OFF-BI-10002949;18.24;3;0;85.728
5080;US-2022-133312;25/11/2022;29/11/2022;Standard Class;BD-11500;FUR-BO-10002213;359.499;3;0.15;-296.058
5081;US-2022-133312;25/11/2022;29/11/2022;Standard Class;BD-11500;OFF-ST-10001325;10.48;1;0;28.296
5082;US-2020-137533;18/12/2020;18/12/2020;Same Day;JK-15640;OFF-PA-10003441;20.736;4;0.2;72.576
5083;CA-2021-155138;08/09/2021;12/09/2021;Standard Class;JM-15580;TEC-AC-10004209;35.168;4;0.2;83.524
5084;CA-2021-155138;08/09/2021;12/09/2021;Standard Class;JM-15580;OFF-PA-10000501;64.704;3;0.2;234.552
5085;CA-2021-108350;06/06/2021;09/06/2021;Second Class;SC-20230;OFF-PA-10003656;105.52;4;0;485.392
5086;CA-2020-144302;19/06/2020;23/06/2020;Standard Class;ME-17320;OFF-BI-10001107;5.792;2;0.8;-95.568
5087;CA-2020-109001;05/03/2020;09/03/2020;Standard Class;KN-16390;TEC-PH-10000562;466.158;7;0.4;-932.316
5088;CA-2020-109001;05/03/2020;09/03/2020;Standard Class;KN-16390;TEC-AC-10001101;10.312;1;0.2;-1.289
5089;CA-2020-109001;05/03/2020;09/03/2020;Standard Class;KN-16390;OFF-BI-10003529;2.556;3;0.7;-17.892
5090;CA-2022-132738;04/08/2022;07/08/2022;First Class;HM-14860;OFF-PA-10001752;7.968;2;0.2;28.884
5091;CA-2022-132738;04/08/2022;07/08/2022;First Class;HM-14860;OFF-EN-10001141;8.784;1;0.2;31.842
5092;CA-2022-156720;30/12/2022;03/01/2023;Standard Class;JM-15580;OFF-FA-10003472;3.024;3;0.2;-0.6048
5093;CA-2020-119102;23/05/2020;27/05/2020;Standard Class;KH-16690;OFF-ST-10004507;51.45;3;0;138.915
5094;US-2019-140452;06/12/2019;10/12/2019;Standard Class;BK-11260;OFF-AP-10004036;14.016;4;0.8;-31.536
5095;US-2019-140452;06/12/2019;10/12/2019;Standard Class;BK-11260;FUR-TA-10004086;214.95;5;0.5;-120.372
5096;US-2019-140452;06/12/2019;10/12/2019;Standard Class;BK-11260;TEC-PH-10000307;35.04;4;0.2;-7.008
5097;US-2019-140452;06/12/2019;10/12/2019;Standard Class;BK-11260;FUR-FU-10002088;10.776;3;0.6;-48.492
5098;US-2019-140452;06/12/2019;10/12/2019;Standard Class;BK-11260;OFF-BI-10004965;4.6;2;0.8;-8.05
5099;US-2019-140452;06/12/2019;10/12/2019;Standard Class;BK-11260;OFF-ST-10002485;35.168;2;0.2;-83.524
5100;CA-2020-141936;07/08/2020;12/08/2020;Standard Class;PN-18775;OFF-BI-10002194;19.152;3;0.2;64.638
5101;CA-2019-158442;17/03/2019;17/03/2019;Same Day;AZ-10750;OFF-AR-10003732;4.448;2;0.2;0.3336
5102;CA-2019-158442;17/03/2019;17/03/2019;Same Day;AZ-10750;OFF-PA-10002195;5.184;1;0.2;18.792
5103;CA-2019-158442;17/03/2019;17/03/2019;Same Day;AZ-10750;OFF-PA-10002365;15.552;3;0.2;54.432
5104;CA-2020-167374;26/03/2020;30/03/2020;Second Class;GM-14500;OFF-PA-10001950;40.032;6;0.2;12.51
5105;CA-2020-167374;26/03/2020;30/03/2020;Second Class;GM-14500;TEC-AC-10004633;16.776;3;0.2;50.328
5106;CA-2019-116568;14/12/2019;20/12/2019;Standard Class;BM-11785;FUR-CH-10002439;186.304;4;0.2;139.728
5107;CA-2020-147102;19/09/2020;26/09/2020;Standard Class;NH-18610;TEC-AC-10000682;66.36;4;0;23.226
5108;CA-2022-132213;25/04/2022;26/04/2022;First Class;PN-18775;OFF-AR-10004078;42.048;9;0.2;5.256
5109;CA-2022-132213;25/04/2022;26/04/2022;First Class;PN-18775;OFF-AR-10001958;67.92;5;0.2;6.792
5110;CA-2019-138450;18/10/2019;22/10/2019;Standard Class;EH-13765;OFF-EN-10001335;52.512;6;0.2;19.692
5111;CA-2019-138450;18/10/2019;22/10/2019;Standard Class;EH-13765;OFF-ST-10003479;186.912;6;0.2;-35.046
5112;CA-2019-138450;18/10/2019;22/10/2019;Standard Class;EH-13765;OFF-PA-10003016;10.048;4;0.2;3.14
5113;CA-2020-153073;13/11/2020;13/11/2020;Same Day;HA-14905;FUR-FU-10001025;17.496;9;0.6;-74.358
5114;CA-2021-147970;31/01/2021;02/02/2021;Second Class;AB-10150;OFF-PA-10003936;15.552;3;0.2;54.432
5115;CA-2021-150658;17/11/2021;22/11/2021;Standard Class;MS-17365;OFF-BI-10004140;10.776;3;0.2;33.675
5116;CA-2022-125640;25/07/2022;29/07/2022;Standard Class;DD-13570;OFF-LA-10004178;3.304;1;0.2;10.738
5117;CA-2022-154137;11/11/2022;17/11/2022;Standard Class;MT-17815;OFF-ST-10003324;35.48;1;0;0
5118;CA-2020-127173;26/09/2020;03/10/2020;Standard Class;GM-14500;OFF-FA-10004854;34.44;3;0;161.868
5119;CA-2020-127173;26/09/2020;03/10/2020;Standard Class;GM-14500;TEC-MA-10002859;629.93;7;0;2.960.671
5120;CA-2020-127173;26/09/2020;03/10/2020;Standard Class;GM-14500;OFF-BI-10000088;79.056;9;0.2;286.578
5121;CA-2019-149538;04/04/2019;08/04/2019;Standard Class;KB-16585;OFF-ST-10004180;232.55;5;0;9.302
5122;CA-2019-149538;04/04/2019;08/04/2019;Standard Class;KB-16585;TEC-AC-10002926;99.98;2;0;429.914
5123;CA-2019-149538;04/04/2019;08/04/2019;Standard Class;KB-16585;OFF-PA-10003797;19.44;3;0;93.312
5124;CA-2019-149538;04/04/2019;08/04/2019;Standard Class;KB-16585;OFF-PA-10002195;12.96;2;0;63.504
5125;CA-2019-160766;14/09/2019;14/09/2019;Same Day;DM-13015;FUR-TA-10001039;464.292;9;0.4;-1.083.348
5126;CA-2019-160766;14/09/2019;14/09/2019;Same Day;DM-13015;OFF-EN-10001099;68.46;7;0;314.916
5127;CA-2019-160766;14/09/2019;14/09/2019;Same Day;DM-13015;TEC-MA-10003979;2799.96;4;0;13.719.804
5128;CA-2019-160766;14/09/2019;14/09/2019;Same Day;DM-13015;OFF-AP-10002945;601.3;2;0;198.429
5129;CA-2019-160766;14/09/2019;14/09/2019;Same Day;DM-13015;TEC-PH-10001536;16.99;1;0;44.174
5130;CA-2019-160766;14/09/2019;14/09/2019;Same Day;DM-13015;TEC-PH-10000526;287.97;3;0;806.316
5131;CA-2019-160766;14/09/2019;14/09/2019;Same Day;DM-13015;OFF-PA-10000213;44.82;9;0;210.654
5132;CA-2022-146626;29/12/2022;05/01/2023;Standard Class;BP-11185;FUR-FU-10002501;101.12;8;0;374.144
5133;CA-2020-123330;21/06/2020;27/06/2020;Standard Class;EP-13915;TEC-PH-10001819;107.976;3;0.2;377.916
5134;CA-2022-155607;26/11/2022;30/11/2022;Standard Class;FG-14260;OFF-AP-10001962;58.73;7;0;146.825
5135;CA-2022-155607;26/11/2022;30/11/2022;Standard Class;FG-14260;OFF-BI-10003364;93.344;4;0.2;326.704
5136;CA-2021-151323;23/10/2021;28/10/2021;Standard Class;AB-10255;OFF-FA-10002983;17.05;5;0;8.184
5137;CA-2020-146696;14/12/2020;19/12/2020;Standard Class;RD-19480;OFF-BI-10002432;8.096;2;0.2;27.324
5138;CA-2021-128972;13/11/2021;17/11/2021;Standard Class;TS-21430;FUR-FU-10003096;30.36;4;0;130.548
5139;CA-2022-128335;29/09/2022;05/10/2022;Standard Class;JA-15970;OFF-EN-10001539;23.34;3;0;109.698
5140;CA-2022-128335;29/09/2022;05/10/2022;Standard Class;JA-15970;OFF-PA-10004996;51.55;5;0;242.285
5141;CA-2020-154886;08/11/2020;12/11/2020;Standard Class;SW-20455;TEC-AC-10001956;119.9;2;0;43.164
5142;CA-2021-111213;01/04/2021;05/04/2021;Standard Class;FP-14320;FUR-CH-10000454;1.317.492;6;0.1;292.776
5143;CA-2021-111213;01/04/2021;05/04/2021;Standard Class;FP-14320;OFF-SU-10000946;63.84;8;0;185.136
5144;CA-2021-111213;01/04/2021;05/04/2021;Standard Class;FP-14320;OFF-BI-10004140;3.592;1;0.2;11.225
5145;CA-2022-161333;02/02/2022;07/02/2022;Standard Class;JL-15835;FUR-FU-10003039;86.26;2;0;293.284
5146;CA-2022-161333;02/02/2022;07/02/2022;Standard Class;JL-15835;OFF-ST-10000464;139.04;4;0;389.312
5147;CA-2022-161333;02/02/2022;07/02/2022;Standard Class;JL-15835;OFF-AP-10000252;46.8;4;0;16.38
5148;CA-2022-128734;24/12/2022;31/12/2022;Standard Class;JL-15175;FUR-FU-10001731;8.544;4;0.2;19.224
5149;CA-2022-128734;24/12/2022;31/12/2022;Standard Class;JL-15175;FUR-CH-10001394;842.376;3;0.2;105.297
5150;CA-2019-141796;21/06/2019;21/06/2019;Same Day;JG-15160;TEC-PH-10001578;1214.85;3;0;3.523.065
5151;CA-2022-125101;06/03/2022;10/03/2022;Second Class;SH-19975;OFF-ST-10000675;67.78;2;0;16.945
5152;CA-2022-169929;25/09/2022;28/09/2022;First Class;LS-17200;OFF-ST-10002352;39.9;5;0;10.374
5153;US-2019-121566;30/06/2019;06/07/2019;Standard Class;CS-11860;OFF-BI-10004528;2.688;1;0.2;0.84
5154;US-2019-121566;30/06/2019;06/07/2019;Standard Class;CS-11860;OFF-AR-10001026;6.6;3;0;2.904
5155;US-2020-124219;07/08/2020;08/08/2020;First Class;KW-16570;OFF-BI-10002215;28.4;4;0;13.064
5156;US-2020-124219;07/08/2020;08/08/2020;First Class;KW-16570;FUR-FU-10000305;212.94;3;0;340.704
5157;CA-2022-163006;30/06/2022;04/07/2022;Second Class;GH-14410;TEC-PH-10002584;1.001.584;2;0.2;125.198
5158;CA-2022-163006;30/06/2022;04/07/2022;Second Class;GH-14410;FUR-CH-10000229;569.058;3;0.3;-1.788.468
5159;CA-2022-163006;30/06/2022;04/07/2022;Second Class;GH-14410;FUR-FU-10003799;14.224;2;0.6;-103.124
5160;CA-2020-156146;26/10/2020;30/10/2020;Second Class;AG-10495;TEC-PH-10001700;105.584;2;0.2;92.386
5161;CA-2020-156146;26/10/2020;30/10/2020;Second Class;AG-10495;TEC-PH-10001527;68.72;2;0.2;-14.603
5162;CA-2019-111192;30/07/2019;05/08/2019;Standard Class;TS-21430;FUR-BO-10002916;1367.84;8;0;2.598.896
5163;CA-2021-115378;18/11/2021;23/11/2021;Second Class;AJ-10945;FUR-CH-10000863;301.96;2;0;332.156
5164;CA-2020-161627;06/07/2020;11/07/2020;Standard Class;SJ-20215;FUR-CH-10003968;170.352;3;0.2;-170.352
5165;CA-2019-121006;10/11/2019;16/11/2019;Standard Class;SC-20020;OFF-AR-10001149;3.9;2;0;1.521
5166;CA-2019-121006;10/11/2019;16/11/2019;Standard Class;SC-20020;OFF-PA-10000130;12.84;3;0;5.778
5167;CA-2019-121006;10/11/2019;16/11/2019;Standard Class;SC-20020;OFF-PA-10002479;15.84;3;0;7.128
5168;CA-2019-121006;10/11/2019;16/11/2019;Standard Class;SC-20020;FUR-CH-10004997;563.94;3;0;112.788
5169;CA-2019-121006;10/11/2019;16/11/2019;Standard Class;SC-20020;OFF-ST-10004950;62.94;3;0;119.586
5170;CA-2019-121006;10/11/2019;16/11/2019;Standard Class;SC-20020;OFF-ST-10001490;535.41;3;0;160.623
5171;CA-2021-122903;27/05/2021;29/05/2021;Second Class;LA-16780;FUR-CH-10002024;3504.9;5;0;700.98
5172;CA-2021-122903;27/05/2021;29/05/2021;Second Class;LA-16780;OFF-PA-10001790;144.12;3;0;691.776
5173;CA-2021-122903;27/05/2021;29/05/2021;Second Class;LA-16780;OFF-PA-10000994;314.55;3;0;150.984
5174;CA-2020-107741;08/03/2020;10/03/2020;First Class;FC-14335;OFF-AR-10002399;3.408;1;0.2;0.8946
5175;CA-2022-106432;19/10/2022;24/10/2022;Standard Class;CA-12265;OFF-BI-10002799;2.072;2;0.8;-35.224
5176;CA-2022-106432;19/10/2022;24/10/2022;Standard Class;CA-12265;FUR-BO-10004360;3.283.992;3;0.32;-917.586
5177;CA-2021-148908;05/11/2021;08/11/2021;First Class;JH-15985;OFF-BI-10002082;53.248;2;0.2;19.968
5178;CA-2021-123015;26/12/2021;30/12/2021;Standard Class;AJ-10795;OFF-BI-10004967;4.992;3;0.2;16.848
5179;US-2020-120502;13/04/2020;19/04/2020;Standard Class;BT-11395;FUR-FU-10004973;37.68;2;0;158.256
5180;US-2020-120502;13/04/2020;19/04/2020;Standard Class;BT-11395;TEC-PH-10003645;258.576;2;0.2;193.932
5181;US-2020-120502;13/04/2020;19/04/2020;Standard Class;BT-11395;OFF-AP-10004980;75.84;2;0;295.776
5182;CA-2022-108749;12/09/2022;15/09/2022;First Class;DJ-13510;OFF-PA-10003797;45.36;7;0;217.728
5183;CA-2022-108749;12/09/2022;15/09/2022;First Class;DJ-13510;OFF-BI-10003707;45.78;3;0;22.89
5184;CA-2022-163335;24/09/2022;27/09/2022;First Class;AG-10675;OFF-ST-10000885;40.29;3;0;100.725
5185;CA-2022-163335;24/09/2022;27/09/2022;First Class;AG-10675;OFF-BI-10002827;38.71;7;0;178.066
5186;CA-2020-134719;10/10/2020;15/10/2020;Standard Class;JD-15790;OFF-ST-10004459;1.801.632;6;0.2;-337.806
5187;US-2020-154389;27/11/2020;03/12/2020;Standard Class;EH-14125;TEC-PH-10002789;748.752;8;0.4;-1.622.296
5188;CA-2020-115567;13/09/2020;18/09/2020;Standard Class;ZC-21910;TEC-AC-10001314;199.96;4;0;159.968
5189;CA-2020-115567;13/09/2020;18/09/2020;Standard Class;ZC-21910;FUR-CH-10000015;1516.2;7;0;394.212
5190;US-2022-136679;14/11/2022;18/11/2022;Standard Class;XP-21865;TEC-AC-10004855;167.952;6;0.2;-272.922
5191;US-2022-136679;14/11/2022;18/11/2022;Standard Class;XP-21865;OFF-AR-10003582;45.04;2;0.2;4.504
5192;US-2022-141943;05/05/2022;09/05/2022;Standard Class;DK-12985;OFF-EN-10003448;23.16;2;0;11.58
5193;CA-2019-101560;28/11/2019;01/12/2019;Second Class;CS-12250;FUR-FU-10003773;397.6;5;0;43.736
5194;CA-2019-101560;28/11/2019;01/12/2019;Second Class;CS-12250;OFF-PA-10001363;85.96;7;0;404.012
5195;CA-2019-101560;28/11/2019;01/12/2019;Second Class;CS-12250;OFF-AR-10004757;13.12;4;0;43.296
5196;CA-2019-101560;28/11/2019;01/12/2019;Second Class;CS-12250;OFF-BI-10000309;45.66;3;0;223.734
5197;CA-2019-159709;10/05/2019;15/05/2019;Standard Class;AI-10855;OFF-EN-10001434;158.13;3;0;774.837
5198;CA-2019-159709;10/05/2019;15/05/2019;Standard Class;AI-10855;TEC-PH-10003988;43.6;5;0.2;4.36
5199;CA-2021-103982;03/03/2021;08/03/2021;Standard Class;AA-10315;OFF-SU-10000151;3.930.072;3;0.2;-7.860.144
5200;CA-2021-103982;03/03/2021;08/03/2021;Standard Class;AA-10315;OFF-FA-10001332;2.304;1;0.2;0.7776
5201;CA-2021-103982;03/03/2021;08/03/2021;Standard Class;AA-10315;TEC-PH-10000895;431.976;3;0.2;323.982
5202;CA-2021-103982;03/03/2021;08/03/2021;Standard Class;AA-10315;TEC-AC-10002857;41.72;7;0.2;57.365
5203;CA-2020-142454;15/08/2020;19/08/2020;Standard Class;RE-19450;FUR-FU-10004018;104.23;7;0;281.421
5204;CA-2020-142454;15/08/2020;19/08/2020;Standard Class;RE-19450;OFF-ST-10003638;70.26;3;0;189.702
5205;CA-2020-102020;12/09/2020;18/09/2020;Standard Class;TM-21010;OFF-AR-10004685;9.26;2;0;30.558
5206;CA-2020-102020;12/09/2020;18/09/2020;Standard Class;TM-21010;OFF-ST-10001713;105.98;2;0;42.392
5207;CA-2020-102020;12/09/2020;18/09/2020;Standard Class;TM-21010;OFF-FA-10000490;1.24;1;0;0.5828
5208;CA-2020-102020;12/09/2020;18/09/2020;Standard Class;TM-21010;OFF-LA-10002043;20.7;2;0;9.936
5209;CA-2020-102020;12/09/2020;18/09/2020;Standard Class;TM-21010;OFF-PA-10002464;28.9;5;0;14.161
5210;CA-2020-102020;12/09/2020;18/09/2020;Standard Class;TM-21010;OFF-EN-10002504;27.18;1;0;127.746
5211;CA-2020-156755;12/01/2020;18/01/2020;Standard Class;YS-21880;OFF-ST-10002615;465.18;3;0;1.209.468
5212;CA-2020-130876;12/05/2020;16/05/2020;Second Class;AZ-10750;OFF-ST-10004258;36.63;3;0;98.901
5213;CA-2021-145898;26/09/2021;26/09/2021;Same Day;CM-12445;OFF-ST-10004507;51.45;3;0;138.915
5214;CA-2021-145898;26/09/2021;26/09/2021;Same Day;CM-12445;OFF-LA-10000262;7.83;3;0;36.018
5215;CA-2021-145898;26/09/2021;26/09/2021;Same Day;CM-12445;OFF-AR-10002445;35.4;5;0;13.452
5216;CA-2021-145898;26/09/2021;26/09/2021;Same Day;CM-12445;OFF-PA-10001667;29.9;5;0;13.455
5217;US-2022-159562;09/09/2022;15/09/2022;Standard Class;JB-16000;OFF-EN-10000461;17.48;2;0;82.156
5218;CA-2022-134635;15/04/2022;17/04/2022;Second Class;NS-18640;OFF-PA-10002254;79.14;3;0;364.044
5219;CA-2022-167080;10/06/2022;14/06/2022;Standard Class;LC-16930;OFF-AR-10001868;8.4;5;0;4.2
5220;CA-2022-145653;01/09/2022;01/09/2022;Same Day;CA-12775;FUR-CH-10004875;498.26;7;0;1.345.302
5221;CA-2019-140487;14/06/2019;20/06/2019;Standard Class;SR-20425;FUR-BO-10000711;212.94;3;0;574.938
5222;CA-2022-117401;18/05/2022;22/05/2022;Second Class;PP-18955;OFF-AP-10000938;706.86;7;0;1.979.208
5223;CA-2022-117401;18/05/2022;22/05/2022;Second Class;PP-18955;TEC-PH-10003555;114.95;5;0;2.299
5224;CA-2022-117401;18/05/2022;22/05/2022;Second Class;PP-18955;OFF-BI-10001267;43.19;7;0;207.312
5225;US-2022-109582;12/09/2022;17/09/2022;Second Class;JM-15865;OFF-PA-10004071;166.44;3;0;798.912
5226;CA-2021-119865;21/06/2021;26/06/2021;Standard Class;AS-10090;OFF-BI-10001553;36.56;5;0.2;12.796
5227;CA-2021-119865;21/06/2021;26/06/2021;Standard Class;AS-10090;OFF-BI-10003007;186.144;6;0.2;604.968
5228;CA-2021-119865;21/06/2021;26/06/2021;Standard Class;AS-10090;FUR-BO-10003272;353.568;2;0.2;-44.196
5229;US-2019-147648;26/11/2019;01/12/2019;Standard Class;LS-16975;OFF-PA-10001033;81.98;2;0;401.702
5230;CA-2022-124436;19/03/2022;22/03/2022;Second Class;SA-20830;OFF-BI-10001553;14.624;2;0.2;51.184
5231;CA-2022-124436;19/03/2022;22/03/2022;Second Class;SA-20830;FUR-TA-10001095;697.16;5;0.2;87.145
5232;CA-2022-124436;19/03/2022;22/03/2022;Second Class;SA-20830;FUR-FU-10001185;30.93;1;0;126.813
5233;CA-2022-124436;19/03/2022;22/03/2022;Second Class;SA-20830;OFF-BI-10000343;27.496;7;0.2;92.799
5234;CA-2019-115084;18/10/2019;22/10/2019;Standard Class;LS-17200;FUR-CH-10004626;605.34;6;0;1.452.816
5235;CA-2022-131037;22/08/2022;23/08/2022;First Class;TM-21490;FUR-TA-10001768;210.008;1;0.2;26.251
5236;CA-2021-111143;19/11/2021;22/11/2021;First Class;TT-21265;OFF-AP-10001947;54.96;3;0;159.384
5237;CA-2019-166744;20/09/2019;24/09/2019;Standard Class;DN-13690;FUR-FU-10004952;164.22;3;0;509.082
5238;CA-2019-166744;20/09/2019;24/09/2019;Standard Class;DN-13690;FUR-BO-10001337;362.94;3;0;36.294
5239;CA-2019-166744;20/09/2019;24/09/2019;Standard Class;DN-13690;TEC-AC-10003628;59.98;2;0;263.912
5240;CA-2021-116561;11/09/2021;17/09/2021;Standard Class;EB-14110;OFF-ST-10004186;332.94;3;0;66.588
5241;CA-2021-116561;11/09/2021;17/09/2021;Standard Class;EB-14110;OFF-BI-10001658;39.872;2;0.2;129.584
5242;CA-2021-110730;23/09/2021;26/09/2021;Second Class;CM-11815;OFF-SU-10004737;13.68;2;0;36.936
5243;CA-2022-146367;04/08/2022;08/08/2022;Standard Class;HM-14860;OFF-BI-10002827;3.318;3;0.8;-56.406
5244;CA-2021-149454;25/07/2021;26/07/2021;First Class;KM-16375;OFF-BI-10003694;10.44;1;0;48.024
5245;CA-2021-156265;02/08/2021;04/08/2021;Second Class;BF-11020;FUR-TA-10001691;136.464;2;0.2;153.522
5246;CA-2021-156265;02/08/2021;04/08/2021;Second Class;BF-11020;TEC-PH-10001918;333.576;3;0.2;333.576
5247;CA-2021-156265;02/08/2021;04/08/2021;Second Class;BF-11020;OFF-BI-10000285;12.544;2;0.2;4.704
5248;US-2020-168914;21/05/2020;27/05/2020;Standard Class;JE-15745;OFF-AP-10000358;20.768;8;0.8;-529.584
5249;US-2022-110989;03/11/2022;05/11/2022;Second Class;EJ-14155;TEC-AC-10002345;43.5;3;0;10.875
5250;CA-2020-106215;16/04/2020;21/04/2020;Standard Class;BN-11470;OFF-FA-10001229;12.576;4;0.2;40.872
5251;US-2021-169369;12/12/2021;18/12/2021;Standard Class;EC-14050;TEC-AC-10001314;249.95;5;0;19.996
5252;US-2021-169369;12/12/2021;18/12/2021;Standard Class;EC-14050;OFF-PA-10004438;49.12;4;0;230.864
5253;CA-2020-132318;30/10/2020;02/11/2020;First Class;TT-21220;OFF-AP-10000026;182.91;3;0;530.439
5254;US-2019-131982;07/03/2019;11/03/2019;Second Class;NP-18685;OFF-BI-10004224;107.648;2;0.2;33.64
5255;CA-2020-125185;05/03/2020;07/03/2020;Second Class;AH-10195;FUR-CH-10002647;99.372;2;0.3;-7.098
5256;CA-2020-125185;05/03/2020;07/03/2020;Second Class;AH-10195;FUR-FU-10003247;33.568;2;0.2;-54.548
5257;CA-2021-130078;08/08/2021;14/08/2021;Standard Class;CC-12145;OFF-PA-10003270;10.56;2;0;4.752
5258;US-2022-114034;03/01/2022;08/01/2022;Standard Class;DL-13315;OFF-PA-10004735;38.88;6;0;186.624
5259;US-2022-115595;09/10/2022;11/10/2022;First Class;XP-21865;OFF-PA-10001745;35.2;5;0;16.544
5260;CA-2022-158722;20/10/2022;26/10/2022;Standard Class;MA-17560;OFF-PA-10000176;45.528;3;0.2;159.348
5261;CA-2019-105165;07/09/2019;10/09/2019;First Class;SZ-20035;TEC-PH-10000675;196.776;3;0.2;147.582
5262;CA-2019-105165;07/09/2019;10/09/2019;First Class;SZ-20035;OFF-BI-10000050;2.92;2;0.8;-4.818
5263;CA-2019-105165;07/09/2019;10/09/2019;First Class;SZ-20035;FUR-TA-10004154;200.795;1;0.3;-22.948
5264;CA-2019-105165;07/09/2019;10/09/2019;First Class;SZ-20035;TEC-AC-10002718;46.688;4;0.2;-2.918
5265;CA-2019-105165;07/09/2019;10/09/2019;First Class;SZ-20035;OFF-AR-10003179;21.864;3;0.2;35.529
5266;CA-2022-147452;30/09/2022;03/10/2022;First Class;CS-11845;OFF-PA-10001838;11.76;2;0;57.624
5267;CA-2022-147452;30/09/2022;03/10/2022;First Class;CS-11845;OFF-PA-10004039;167.94;3;0;822.906
5268;CA-2022-147452;30/09/2022;03/10/2022;First Class;CS-11845;OFF-AP-10001626;3.89;1;0;10.114
5269;US-2022-114657;16/11/2022;21/11/2022;Standard Class;MH-18115;TEC-MA-10003173;52.44;4;0;241.224
5270;CA-2022-144484;11/09/2022;11/09/2022;Same Day;CB-12025;FUR-FU-10000260;32.36;4;0;116.496
5271;CA-2022-144484;11/09/2022;11/09/2022;Same Day;CB-12025;OFF-AP-10004487;406.6;5;0;113.848
5272;CA-2022-125913;16/01/2022;16/01/2022;Same Day;JO-15145;FUR-FU-10001487;27.92;4;0;80.968
5273;CA-2022-125913;16/01/2022;16/01/2022;Same Day;JO-15145;FUR-TA-10001520;399.672;7;0.2;-149.877
